31/08/2021;1.260.3;1.261.0;;;126027;126100;;1.26027;1.261
30/08/2021;1.261.8;1.260.3;;;126176;126032;;1.26176;1.26032
27/08/2021;1.268.4;1.261.7;;;126837;126170;;1.26837;1.2617
26/08/2021;1.258.7;1.268.1;;;125872;126810;;1.25872;1.2681
25/08/2021;1.258.9;1.259.0;;;125888;125900;;1.25888;1.259
24/08/2021;1.264.9;1.259.1;;;126489;125910;;1.26489;1.2591
23/08/2021;1.282.8;1.265.9;;;128282;126590;;1.28282;1.2659
20/08/2021;1.282.5;1.282.0;;;128246;128200;;1.28246;1.282
19/08/2021;1.265.4;1.282.2;;;126536;128220;;1.26536;1.2822
18/08/2021;1.262.1;1.265.3;;;126210;126530;;1.2621;1.2653
17/08/2021;1.257.2;1.262.1;;;125723;126209;;1.25723;1.26209
16/08/2021;1.251.4;1.257.3;;;125137;125730;;1.25137;1.2573
13/08/2021;1.252.2;1.251.2;;;125223;125120;;1.25223;1.2512
12/08/2021;1.250.4;1.252.0;;;125042;125199;;1.25042;1.25199
11/08/2021;1.251.9;1.250.3;;;125194;125033;;1.25194;1.25033
10/08/2021;1.257.6;1.251.9;;;125755;125193;;1.25755;1.25193
09/08/2021;1.254.9;1.257.3;;;125493;125729;;1.25493;1.25729
06/08/2021;1.249.3;1.254.6;;;124933;125460;;1.24933;1.2546
05/08/2021;1.254.4;1.249.8;;;125440;124980;;1.2544;1.2498
04/08/2021;1.253.5;1.254.4;;;125353;125440;;1.25353;1.2544
03/08/2021;1.250.2;1.253.5;;;125015;125350;;1.25015;1.2535
02/08/2021;1.247.6;1.250.3;;;124756;125030;;1.24756;1.2503
30/07/2021;1.244.3;1.247.0;;;124425;124700;;1.24425;1.247
29/07/2021;1.252.3;1.244.2;;;125230;124420;;1.2523;1.2442
28/07/2021;1.260.1;1.252.3;;;126007;125229;;1.26007;1.25229
27/07/2021;1.254.3;1.259.9;;;125429;125990;;1.25429;1.2599
26/07/2021;1.256.1;1.254.4;;;125605;125438;;1.25605;1.25438
23/07/2021;1.255.9;1.256.2;;;125590;125620;;1.2559;1.2562
22/07/2021;1.256.1;1.256.1;;;125608;125610;;1.25608;1.2561
21/07/2021;1.267.6;1.256.2;;;126760;125616;;1.2676;1.25616
20/07/2021;1.274.9;1.267.6;;;127487;126760;;1.27487;1.2676
19/07/2021;1.260.9;1.274.7;;;126090;127470;;1.2609;1.2747
16/07/2021;1.259.1;1.260.9;;;125907;126090;;1.25907;1.2609
15/07/2021;1.251.0;1.259.1;;;125101;125907;;1.25101;1.25907
14/07/2021;1.251.0;1.250.9;;;125102;125086;;1.25102;1.25086
13/07/2021;1.245.3;1.251.1;;;124529;125110;;1.24529;1.2511
12/07/2021;1.245.1;1.245.3;;;124512;124529;;1.24512;1.24529
09/07/2021;1.253.0;1.245.1;;;125300;124514;;1.253;1.24514
08/07/2021;1.248.1;1.252.9;;;124814;125290;;1.24814;1.2529
07/07/2021;1.245.6;1.247.9;;;124561;124785;;1.24561;1.24785
06/07/2021;1.233.8;1.245.4;;;123380;124540;;1.2338;1.2454
05/07/2021;1.232.5;1.233.8;;;123254;123380;;1.23254;1.2338
02/07/2021;1.243.9;1.232.1;;;124389;123210;;1.24389;1.2321
01/07/2021;1.239.6;1.243.7;;;123964;124372;;1.23964;1.24372
30/06/2021;1.239.5;1.239.5;;;123950;123952;;1.2395;1.23952
29/06/2021;1.233.7;1.239.6;;;123370;123960;;1.2337;1.2396
28/06/2021;1.229.3;1.233.6;;;122933;123360;;1.22933;1.2336
25/06/2021;1.232.3;1.229.5;;;123229;122950;;1.23229;1.2295
24/06/2021;1.230.8;1.232.3;;;123075;123233;;1.23075;1.23233
23/06/2021;1.230.5;1.230.7;;;123050;123070;;1.2305;1.2307
22/06/2021;1.236.0;1.230.4;;;123596;123039;;1.23596;1.23039
21/06/2021;1.246.3;1.235.5;;;124628;123550;;1.24628;1.2355
18/06/2021;1.235.6;1.246.7;;;123559;124670;;1.23559;1.2467
17/06/2021;1.227.1;1.235.5;;;122708;123550;;1.22708;1.2355
16/06/2021;1.217.9;1.227.2;;;121790;122716;;1.2179;1.22716
15/06/2021;1.214.2;1.218.2;;;121419;121820;;1.21419;1.2182
14/06/2021;1.215.7;1.214.2;;;121569;121420;;1.21569;1.2142
11/06/2021;1.209.2;1.215.3;;;120918;121530;;1.20918;1.2153
10/06/2021;1.211.0;1.209.1;;;121102;120910;;1.21102;1.2091
09/06/2021;1.211.1;1.210.6;;;121114;121060;;1.21114;1.2106
08/06/2021;1.208.1;1.211.1;;;120810;121110;;1.2081;1.2111
07/06/2021;1.207.4;1.207.9;;;120735;120790;;1.20735;1.2079
04/06/2021;1.210.9;1.207.2;;;121086;120720;;1.21086;1.2072
03/06/2021;1.203.5;1.210.7;;;120345;121070;;1.20345;1.2107
02/06/2021;1.206.9;1.203.5;;;120694;120346;;1.20694;1.20346
01/06/2021;1.206.3;1.207.0;;;120625;120697;;1.20625;1.20697
31/05/2021;1.207.0;1.206.2;;;120696;120620;;1.20696;1.2062
28/05/2021;1.206.7;1.206.6;;;120672;120660;;1.20672;1.2066
27/05/2021;1.212.1;1.206.7;;;121212;120670;;1.21212;1.2067
26/05/2021;1.206.2;1.211.9;;;120623;121193;;1.20623;1.21193
25/05/2021;1.204.5;1.206.2;;;120446;120617;;1.20446;1.20617
24/05/2021;1.205.7;1.204.6;;;120572;120460;;1.20572;1.2046
21/05/2021;1.205.8;1.207.4;;;120576;120740;;1.20576;1.2074
20/05/2021;1.212.5;1.205.6;;;121247;120560;;1.21247;1.2056
19/05/2021;1.206.4;1.212.6;;;120640;121260;;1.2064;1.2126
18/05/2021;1.206.9;1.206.2;;;120686;120620;;1.20686;1.2062
17/05/2021;1.210.9;1.206.7;;;121088;120669;;1.21088;1.20669
14/05/2021;1.216.3;1.210.0;;;121632;120999;;1.21632;1.20999
13/05/2021;1.213.1;1.216.2;;;121310;121615;;1.2131;1.21615
12/05/2021;1.209.4;1.212.9;;;120940;121292;;1.2094;1.21292
11/05/2021;1.210.3;1.209.5;;;121028;120950;;1.21028;1.2095
10/05/2021;1.212.8;1.210.0;;;121276;121000;;1.21276;1.21
07/05/2021;1.215.5;1.213.7;;;121551;121370;;1.21551;1.2137
06/05/2021;1.226.7;1.215.5;;;122667;121550;;1.22667;1.2155
05/05/2021;1.230.4;1.226.6;;;123041;122660;;1.23041;1.2266
04/05/2021;1.227.5;1.230.4;;;122754;123041;;1.22754;1.23041
03/05/2021;1.228.6;1.227.7;;;122861;122765;;1.22861;1.22765
30/04/2021;1.228.0;1.228.0;;;122801;122800;;1.22801;1.228
29/04/2021;1.231.4;1.227.9;;;123140;122791;;1.2314;1.22791
28/04/2021;1.240.4;1.231.4;;;124040;123137;;1.2404;1.23137
27/04/2021;1.239.2;1.240.4;;;123918;124040;;1.23918;1.2404
